ID,GESCHL,GEBJAHR,BERUFSTAETIG,ARBEITSSTD,ARZTBES,RAUCH,GRO,GEW,SCHULABSCHLUSS,SCHULABSCHLUSS_V,SCHULABSCHLUSS_M,HOE_ABSCHLUSS,HOE_ABSCHLUSS_V,HOE_ABSCHLUSS_M,NETTO,ZUFR
2867,WEIBLICH,1983,HAUPTBERUFL.GANZTAGS,38,0,JA,176,65,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1400,9
387,WEIBLICH,1928,NICHT ERWERBSTAETIG,,2,NEIN,156,69,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,1000,9
1905,MAENNLICH,1929,NICHT ERWERBSTAETIG,,0,NEIN,171,70,"VOLKS-,HAUPTSCHULE",,,LEHRE,,,1450,7
2734,WEIBLICH,1960,HAUPTBERUFL.HALBTAGS,20,0,NEIN,158,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,7
1727,WEIBLICH,1939,NICHT ERWERBSTAETIG,,1,NEIN,167,73,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1400,8
749,MAENNLICH,1958,HAUPTBERUFL.GANZTAGS,40,1,NEIN,182,84,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1600,8
1538,MAENNLICH,1952,NICHT ERWERBSTAETIG,,1,,170,80,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1500,8
692,MAENNLICH,1983,HAUPTBERUFL.GANZTAGS,60,4,NEIN,188,95,HOCHSCHULREIFE,,,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",3700,8
848,MAENNLICH,1960,HAUPTBERUFL.GANZTAGS,40,1,JA,175,76,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,2400,10
1072,MAENNLICH,1972,HAUPTBERUFL.GANZTAGS,40,2,JA,170,88,MITTLERE REIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,1780,7
858,WEIBLICH,1951,HAUPTBERUFL.GANZTAGS,40,3,NEIN,163,56,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,8
29,WEIBLICH,1986,NICHT ERWERBSTAETIG,,7,NEIN,168,52,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",300,5
1254,MAENNLICH,1948,NICHT ERWERBSTAETIG,,3,JA,185,112,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",OHNE ABSCHLUSS,LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1200,4
1556,WEIBLICH,1966,NEBENHER BERUFSTAE.,,4,JA,168,98,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,0
1772,MAENNLICH,1946,NICHT ERWERBSTAETIG,,2,NEIN,184,94,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1150,8
2205,WEIBLICH,1965,NICHT ERWERBSTAETIG,,5,NEIN,170,73,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,730,10
2178,WEIBLICH,1981,HAUPTBERUFL.GANZTAGS,45,0,NEIN,160,77,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,9
2634,MAENNLICH,1933,NICHT ERWERBSTAETIG,,4,JA,176,79,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,,5
473,MAENNLICH,1940,NICHT ERWERBSTAETIG,,0,NEIN,175,100,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,1000,9
664,WEIBLICH,1985,NICHT ERWERBSTAETIG,,1,JA,170,55,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,650,9
2138,MAENNLICH,1983,NICHT ERWERBSTAETIG,,0,NEIN,172,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",ANDERER ABSCHLUSS,1125,10
144,MAENNLICH,1975,HAUPTBERUFL.GANZTAGS,40,12,NEIN,182,90,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,3000,9
1536,WEIBLICH,1943,NICHT ERWERBSTAETIG,,2,NEIN,164,65,"VOLKS-,HAUPTSCHULE",,,ANDERER ABSCHLUSS,KAUFMAENNISCHE LEHRE,,650,10
1809,WEIBLICH,1975,NICHT ERWERBSTAETIG,,2,NEIN,168,68,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER",775,8
2353,WEIBLICH,1983,HAUPTBERUFL.GANZTAGS,70,0,NEIN,168,72,MITTLERE REIFE,,HOCHSCHULREIFE,LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,3000,5
1453,WEIBLICH,1979,NICHT ERWERBSTAETIG,,1,NEIN,160,76,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULABSCHL.,FACHHOCHSCHULABSCHL.,HOCHSCHULABSCHLUSS,1300,9
297,WEIBLICH,1972,HAUPTBERUFL.GANZTAGS,"25,5",0,NEIN,168,59,MITTLERE REIFE,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",,8
1025,MAENNLICH,1969,HAUPTBERUFL.GANZTAGS,50,3,JA,189,91,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1750,4
397,WEIBLICH,1938,NICHT ERWERBSTAETIG,,6,NEIN,152,56,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,1200,7
320,MAENNLICH,1995,NEBENHER BERUFSTAE.,,2,NEIN,170,72,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,450,9
923,MAENNLICH,1961,HAUPTBERUFL.GANZTAGS,48,1,JA,175,73,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,1800,8
2556,WEIBLICH,1973,HAUPTBERUFL.HALBTAGS,30,1,NEIN,168,,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,1500,8
3264,WEIBLICH,1986,HAUPTBERUFL.GANZTAGS,39,0,JA,160,70,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULREIFE,ANDERER ABSCHLUSS,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,1000,8
2975,MAENNLICH,1941,NICHT ERWERBSTAETIG,,0,NEIN,170,76,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,2500,8
427,WEIBLICH,1986,HAUPTBERUFL.HALBTAGS,20,1,JA,168,65,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",800,8
1334,WEIBLICH,1961,HAUPTBERUFL.GANZTAGS,28,5,NEIN,173,102,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,HOCHSCHULABSCHLUSS,1800,10
2039,MAENNLICH,1964,HAUPTBERUFL.GANZTAGS,40,2,NEIN,184,100,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,,,1900,10
2371,MAENNLICH,1959,HAUPTBERUFL.GANZTAGS,40,2,NEIN,186,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,3000,10
729,MAENNLICH,1990,HAUPTBERUFL.GANZTAGS,41,0,JA,182,65,MITTLERE REIFE,,MITTLERE REIFE,LEHRE,,KEIN ABSCHLUSS,1260,9
312,WEIBLICH,1960,NEBENHER BERUFSTAE.,,3,NEIN,178,,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,450,3
2786,WEIBLICH,1972,NICHT ERWERBSTAETIG,,1,NEIN,165,59,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1815,10
2224,WEIBLICH,1977,NICHT ERWERBSTAETIG,,15,NEIN,158,70,OHNE ABSCHLUSS,,,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",465,6
1188,WEIBLICH,1985,HAUPTBERUFL.HALBTAGS,23,6,NEIN,167,60,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",850,8
3151,WEIBLICH,1961,HAUPTBERUFL.HALBTAGS,25,2,NEIN,163,100,MITTLERE REIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,518,7
3348,MAENNLICH,1966,HAUPTBERUFL.GANZTAGS,41,1,NEIN,175,82,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,4500,9
2798,MAENNLICH,1988,NICHT ERWERBSTAETIG,,6,NEIN,170,87,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,400,10
2915,WEIBLICH,1994,HAUPTBERUFL.HALBTAGS,25,0,JA,173,65,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,,"GEWERBL.,LANDW.LEHRE",1250,6
3124,MAENNLICH,1982,NEBENHER BERUFSTAE.,,4,NEIN,179,68,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",600,9
439,WEIBLICH,1959,HAUPTBERUFL.GANZTAGS,39,2,NEIN,164,50,MITTLERE REIFE,,,LEHRE,,,,7
912,MAENNLICH,1979,HAUPTBERUFL.GANZTAGS,50,1,JA,180,74,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1800,5
3077,MAENNLICH,1965,NICHT ERWERBSTAETIG,,1,JA,168,92,MITTLERE REIFE,HOCHSCHULREIFE,,LEHRE,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,706,7
535,MAENNLICH,1978,HAUPTBERUFL.GANZTAGS,35,3,JA,183,92,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2800,4
2740,MAENNLICH,1968,HAUPTBERUFL.GANZTAGS,40,1,NEIN,182,75,MITTLERE REIFE,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,"MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,FACHHOCHSCHULABSCHL.,1700,8
3239,WEIBLICH,1972,HAUPTBERUFL.GANZTAGS,38,2,NEIN,178,70,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1200,10
489,MAENNLICH,1975,HAUPTBERUFL.GANZTAGS,55,2,NEIN,175,112,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1800,10
2991,WEIBLICH,1958,HAUPTBERUFL.HALBTAGS,20,1,NEIN,177,78,HOCHSCHULREIFE,,,LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,694,8
1746,WEIBLICH,1941,NICHT ERWERBSTAETIG,,1,NEIN,153,50,MITTLERE REIFE,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,LEHRE,FACHHOCHSCHULABSCHL.,FACHHOCHSCHULABSCHL.,450,9
350,WEIBLICH,1968,HAUPTBERUFL.HALBTAGS,25,0,NEIN,173,73,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1150,9
2301,WEIBLICH,1965,NICHT ERWERBSTAETIG,,5,JA,178,100,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,3
2720,WEIBLICH,1980,NICHT ERWERBSTAETIG,,2,NEIN,166,73,"VOLKS-,HAUPTSCHULE",,,LEHRE,"MEISTER, TECHNIKER",,700,7
3324,WEIBLICH,1933,NICHT ERWERBSTAETIG,,1,NEIN,153,65,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,339,8
1321,MAENNLICH,1954,NICHT ERWERBSTAETIG,,5,NEIN,180,86,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,,,7
597,MAENNLICH,1939,NICHT ERWERBSTAETIG,,3,NEIN,178,98,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,"GEWERBL.,LANDW.LEHRE",,6
3089,MAENNLICH,1965,HAUPTBERUFL.GANZTAGS,40,0,NEIN,176,60,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",,,9
755,WEIBLICH,1985,NICHT ERWERBSTAETIG,,2,NEIN,157,62,"VOLKS-,HAUPTSCHULE",,,LEHRE,"GEWERBL.,LANDW.LEHRE","MEISTER, TECHNIKER",708,9
1522,WEIBLICH,1947,NICHT ERWERBSTAETIG,,6,NEIN,168,68,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,740,8
219,WEIBLICH,1994,NICHT ERWERBSTAETIG,,30,NEIN,167,67,HOCHSCHULREIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,8
1301,MAENNLICH,1967,HAUPTBERUFL.GANZTAGS,45,6,NEIN,187,97,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1200,6
2643,WEIBLICH,1964,NICHT ERWERBSTAETIG,,1,NEIN,160,76,OHNE ABSCHLUSS,OHNE ABSCHLUSS,OHNE ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,750,10
1626,WEIBLICH,1983,NICHT ERWERBSTAETIG,,1,NEIN,169,72,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,ANDERER ABSCHLUSS,,"GEWERBL.,LANDW.LEHRE",350,8
1550,WEIBLICH,1994,HAUPTBERUFL.GANZTAGS,40,2,NEIN,158,55,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,KEIN ABSCHLUSS,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,490,9
230,WEIBLICH,1964,HAUPTBERUFL.HALBTAGS,30,1,JA,167,79,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",,900,3
3242,MAENNLICH,1955,NICHT ERWERBSTAETIG,,1,NEIN,170,65,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,300,10
3360,WEIBLICH,1936,NICHT ERWERBSTAETIG,,1,NEIN,159,58,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,KAUFMAENNISCHE LEHRE,,500,10
1681,WEIBLICH,1986,NICHT ERWERBSTAETIG,,2,NEIN,169,63,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,1200,8
111,WEIBLICH,1943,NICHT ERWERBSTAETIG,,6,NEIN,169,87,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",,6
2864,WEIBLICH,1984,HAUPTBERUFL.GANZTAGS,40,1,JA,168,120,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1200,10
845,MAENNLICH,1940,NICHT ERWERBSTAETIG,,1,JA,179,127,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,,10
769,WEIBLICH,1966,HAUPTBERUFL.GANZTAGS,44,1,JA,168,80,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1460,7
2381,WEIBLICH,1973,NEBENHER BERUFSTAE.,,0,NEIN,168,60,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,7
2980,WEIBLICH,1951,NICHT ERWERBSTAETIG,,4,NEIN,160,101,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1100,9
686,WEIBLICH,1954,NEBENHER BERUFSTAE.,,2,JA,160,78,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,680,5
105,MAENNLICH,1974,HAUPTBERUFL.GANZTAGS,44,0,NEIN,171,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,5
1546,MAENNLICH,1954,NICHT ERWERBSTAETIG,,5,NEIN,188,69,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,,9
2192,WEIBLICH,1935,NICHT ERWERBSTAETIG,,1,JA,156,51,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1600,8
314,MAENNLICH,1986,HAUPTBERUFL.GANZTAGS,42,3,NEIN,179,79,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULREIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1650,8
947,MAENNLICH,1991,NICHT ERWERBSTAETIG,,3,NEIN,178,65,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULREIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",300,9
2671,MAENNLICH,1975,NICHT ERWERBSTAETIG,,0,NEIN,172,75,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,FACHHOCHSCHULABSCHL.,HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,775,8
430,MAENNLICH,1958,HAUPTBERUFL.GANZTAGS,40,1,NEIN,175,78,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,8
2647,MAENNLICH,1955,NEBENHER BERUFSTAE.,,0,JA,178,75,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,850,7
2377,WEIBLICH,1971,NEBENHER BERUFSTAE.,,1,NEIN,164,61,"VOLKS-,HAUPTSCHULE",,MITTLERE REIFE,KEIN ABSCHLUSS,,"GEWERBL.,LANDW.LEHRE",820,9
1348,WEIBLICH,1948,NEBENHER BERUFSTAE.,,1,NEIN,172,73,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",1200,8
704,MAENNLICH,1961,HAUPTBERUFL.GANZTAGS,50,3,NEIN,176,65,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,1900,9
1823,MAENNLICH,1989,HAUPTBERUFL.GANZTAGS,48,1,JA,170,120,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,2500,7
20,WEIBLICH,1958,HAUPTBERUFL.GANZTAGS,40,1,NEIN,178,90,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,425,9
3287,WEIBLICH,1990,HAUPTBERUFL.GANZTAGS,38,0,NEIN,170,83,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,1850,2
1940,MAENNLICH,1967,HAUPTBERUFL.GANZTAGS,42,0,JA,198,134,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,2200,5
2761,WEIBLICH,1939,NICHT ERWERBSTAETIG,,2,JA,168,78,MITTLERE REIFE,,MITTLERE REIFE,LEHRE,,"GEWERBL.,LANDW.LEHRE",720,5
1113,MAENNLICH,1946,NICHT ERWERBSTAETIG,,1,NEIN,176,85,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,700,9
541,MAENNLICH,1972,HAUPTBERUFL.HALBTAGS,25,2,NEIN,180,93,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","MEISTER, TECHNIKER",KEIN ABSCHLUSS,1000,7
1591,WEIBLICH,1947,NICHT ERWERBSTAETIG,,1,JA,160,52,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,500,8
1418,MAENNLICH,1989,HAUPTBERUFL.GANZTAGS,40,1,NEIN,170,68,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1500,8
3293,MAENNLICH,1972,HAUPTBERUFL.GANZTAGS,40,1,NEIN,180,73,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,1000,7
1504,MAENNLICH,1946,NICHT ERWERBSTAETIG,,0,NEIN,194,96,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",,37,10
